Construction,Req_Finish_Fabrics,Fabric_Allowance,Rec_Beam_length(yds),Shrink_allow,Previous_pdn,Req_grey_fabric,Req_beam_length(yds),Total_Pdn(yds),Rejection,warp_count,weft_count,epi,ppi
50x50/120x80,5723.0,7.0,7124.803999999999,14.0,TOTAL,6153.763440860215,6543.104320337584,246,0,50,50.0,120,80
40x40/110x90,25625.0,6.5,32370.559999999998,14.0,TOTAL,27406.417112299467,29140.38668138883,27081,113,40,40.0,110,90
40x40/110x90,21480.0,6.5,27011.92,14.0,TOTAL,22973.26203208556,24426.75145038954,22394,69,40,40.0,110,90
20x20/82x64,7266.0,7.0,4314.2519999999995,16.0,TOTAL,7812.903225806452,8505.006646687278,1346,71,20,20.0,82,64
20x20/82x64,11348.0,7.0,4407.208,16.0,TOTAL,12202.150537634408,13283.073964575724,1471,47,20,20.0,82,64
20x20/82x64,13282.0,7.0,4964.9439999999995,16.0,TOTAL,14281.720430107527,15546.861860900137,1775,2,20,20.0,82,64
20x20/82x64,5340.0,7.0,6873.276,16.0,TOTAL,5741.935483870968,6250.582919530698,3352,34,20,20.0,82,64
20x20/82x64,2087.0,8.1,2739.468,16.3,TOTAL,2270.9466811751904,2480.978370927091,2219,45,20,20.0,82,64
20x20/82x64,2087.0,8.1,2690.256,16.3,TOTAL,2270.9466811751904,2480.978370927091,2190,20,20,20.0,82,64
20x20/82x64,1812.0,9.0,2362.176,16.5,TOTAL,1991.2087912087911,2180.5789933032156,1944,5,20,20.0,82,64
20x20/82x64,2304.0,7.5,2963.656,16.3,TOTAL,2490.810810810811,2721.176943042578,2393,0,20,20.0,82,64
40x40/110x70,3620.0,7.0,4281.4439999999995,10.0,TOTAL,3892.47311827957,3954.8007785495106,3655,13,40,40.0,110,70
40x40/110x70,2850.0,7.0,3258.928,10.0,TOTAL,3064.516129032258,3113.586248305554,2731,60,40,40.0,110,70
40x40/110x70,4200.0,7.0,5019.624,10.0,TOTAL,4516.129032258064,4588.442892239764,4177,17,40,40.0,110,70
40x40/130x90,2100.0,8.7,2766.8079999999995,9.4,TOTAL,2300.109529025192,2321.463276830793,1836,25,40,40.0,130,90
40x40/130x90,4150.0,8.0,5391.447999999999,15.5,TOTAL,4510.869565217391,4881.407441269258,1398,3,40,40.0,130,90
40x40/130x90,3000.0,8.3,3915.0879999999997,15.7,TOTAL,3271.5376226826606,3548.6718614358674,3339,22,40,40.0,130,90
40x40/130x90,1230.0,10.1,1640.3999999999999,17.7,TOTAL,1368.186874304783,1520.152237012677,1328,2,40,40.0,130,90
40x40/130x80,8150.0,8.0,10389.199999999999,14.0,TOTAL,8858.695652173914,9419.174193376595,3612,5,40,40.0,130,80
40x40/130x90,3200.0,8.1,2077.8399999999997,14.0,TOTAL,3482.0457018498364,3702.3503575239415,410,14,40,40.0,130,90
40x40/130x90,2320.0,9.0,3029.272,16.4,TOTAL,2549.4505494505493,2788.571687043177,2447,9,40,40.0,130,90
40x40/120x90,2700.0,8.0,3455.776,14.8,TOTAL,2934.782608695652,3149.762734672722,3002,27,40,40.0,120,90
40x40/120x90,1520.0,9.0,1979.416,16.1,TOTAL,1670.3296703296703,1820.462483128265,1594,3,40,40.0,120,90
40x40/120x90,1520.0,9.0,1968.4799999999998,16.1,TOTAL,1670.3296703296703,1820.462483128265,1601,19,40,40.0,120,90
40x40/120x80,1970.0,8.4,2471.5359999999996,13.8,TOTAL,2150.6550218340612,2281.4186376017533,2069,54,40,40.0,120,80
40x40/120x90,20350.0,6.0,4702.48,9.0,TOTAL,21648.936170212764,21753.876872244477,143,0,40,40.0,120,90
40x40/120x90,9350.0,6.0,11045.359999999999,9.1,TOTAL,9946.808510638299,10006.02013539149,8299,15,40,40.0,120,90
30x30/110x70,600.0,12.0,743.6479999999999,12.2,TOTAL,681.8181818181819,710.0935384441992,653,3,30,30.0,110,70
40x40/120x80,1235.0,9.2,1563.848,14.5,TOTAL,1360.1321585903083,1454.6432391225808,1306,11,40,40.0,120,80
40x40/110x90,2000.0,7.9,2569.9599999999996,15.2,TOTAL,2171.5526601520087,2341.6178047835874,1113,0,40,40.0,110,90
40x40/120x70,2000.0,7.9,776.4559999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,670,0,40,40.0,120,70
40x40/120x80,2000.0,7.9,98.42399999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,64,0,40,40.0,120,80
40x40/110x90,2000.0,7.9,120.29599999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,95,0,40,40.0,110,90
40x40/130x100,2000.0,7.9,76.55199999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,43,0,40,40.0,130,100
40x40/110x80,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,78,0,40,40.0,110,80
40x40/130x100,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,70,2,40,40.0,130,100
40x40/130x100,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,71,0,40,40.0,130,100
40x40/130x100,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,68,0,40,40.0,130,100
40x40/130x90,2000.0,7.9,114.82799999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,78,2,40,40.0,130,90
40x40/130x100,2000.0,7.9,103.892,15.2,TOTAL,2171.5526601520087,2341.6178047835874,68,0,40,40.0,130,100
40x40/130x100,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,69,0,40,40.0,130,100
40x40/130x100,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,52,3,40,40.0,130,100
40x40/110x90,2000.0,7.9,125.764,15.2,TOTAL,2171.5526601520087,2341.6178047835874,102,0,40,40.0,110,90
40x40/120x90,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,91,3,40,40.0,120,90
40x40/120x90,2000.0,7.9,114.82799999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,80,0,40,40.0,120,90
40x40/120x90,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,84,0,40,40.0,120,90
40x40100x70,2000.0,7.9,98.42399999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,63,0,100,100.0,40,70
40x40/120x80,2000.0,7.9,273.4,15.2,TOTAL,2171.5526601520087,2341.6178047835874,216,0,40,40.0,120,80
40x40120x80,2000.0,7.9,153.10399999999998,15.2,TOTAL,2171.5526601520087,2341.6178047835874,119,0,120,120.0,40,80
40x40/130x72,2000.0,7.9,131.232,15.2,TOTAL,2171.5526601520087,2341.6178047835874,98,0,40,40.0,130,72
30x30/110x76,2000.0,7.9,246.05999999999997,15.2,TOTAL,2171.5526601520087,2341.6178047835874,160,0,30,30.0,110,76
30x30/110x76,2000.0,7.9,246.05999999999997,15.2,TOTAL,2171.5526601520087,2341.6178047835874,211,0,30,30.0,110,76
40x40/130x80,2000.0,7.9,103.892,15.2,TOTAL,2171.5526601520087,2341.6178047835874,63,0,40,40.0,130,80
40x40/130x80,2000.0,7.9,103.892,15.2,TOTAL,2171.5526601520087,2341.6178047835874,80,0,40,40.0,130,80
40x40/130x80,2000.0,7.9,103.892,15.2,TOTAL,2171.5526601520087,2341.6178047835874,70,0,40,40.0,130,80
50x50/144x80,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,82,0,50,50.0,144,80
40x40/130x80,2000.0,7.9,120.29599999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,89,0,40,40.0,130,80
40x40/92x70,2000.0,7.9,125.764,15.2,TOTAL,2171.5526601520087,2341.6178047835874,102,0,40,40.0,92,70
40x40/110x90,2000.0,7.9,114.82799999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,83,0,40,40.0,110,90
40x40/110x80,2000.0,7.9,98.42399999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,62,0,40,40.0,110,80
40x40/100x90,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,87,0,40,40.0,100,90
40x40/110x90,4610.0,8.1,5828.888,14.0,TOTAL,5016.322089227421,5333.698483807929,2767,33,40,40.0,110,90
50x50/140x80,600.0,12.0,1585.7199999999998,17.0,TOTAL,681.8181818181819,751.1591888602493,1301,10,50,50.0,140,80
40x40/130x70,840.0,11.1,1071.7279999999998,14.0,TOTAL,944.8818897637794,1004.6633794973923,927,13,40,40.0,130,70
50x50/140x80,700.0,12.5,896.752,14.0,TOTAL,800.0,850.6149946411256,744,0,50,50.0,140,80
40x40/110x90,1050.0,9.5,1356.0639999999999,16.5,TOTAL,1160.220994475138,1270.5616504465152,1182,7,40,40.0,110,90
40x40/130x80,3350.0,8.2,4286.911999999999,14.2,TOTAL,3649.237472766885,3889.1647107720664,3689,124,40,40.0,130,80
40x40/130x80,2300.0,8.0,2930.848,14.4,TOTAL,2500.0,2670.593222077132,2509,72,40,40.0,130,80
50x50/120x100,9500.0,8.0,43186.263999999996,14.1,TOTAL,10326.08695652174,10992.187114405648,34351,243,50,50.0,120,100
40x40/110x90,1975.0,8.0,2504.3439999999996,15.0,TOTAL,2146.7391304347825,2309.4142717358563,2098,0,40,40.0,110,90
40x40/110x90,1315.0,8.7,1689.6119999999999,15.8,TOTAL,1440.3066812705367,1564.1715492497667,1370,0,40,40.0,110,90
50x50/156x98,4900.0,8.0,5976.523999999999,10.0,TOTAL,5326.086956521739,5411.370150087112,5326,51,50,50.0,156,98
50x40/156x100,2900.0,8.2,14864.211199999998,8.3,TOTAL,3159.041394335512,3150.122766758266,13205,140,40,40.0,156,100
40x40/130x96,575.0,11.5,5435.191999999999,12.8,TOTAL,649.7175141242938,681.3175679813219,4712,211,40,40.0,130,96
50x50/140x90,5470.0,8.0,6884.2119999999995,13.0,TOTAL,5945.652173913043,6249.161447074561,5206,59,50,50.0,140,90
50x50/140x70,3420.0,8.1,4128.339999999999,10.0,TOTAL,3721.4363438520127,3781.025302621325,3431,84,50,50.0,140,70
50x50/140x70,2670.0,8.9,3187.8439999999996,10.7,TOTAL,2930.8452250274427,3001.1169793216554,2828,110,50,50.0,140,70
50x50/140x70,3420.0,8.1,4188.487999999999,10.0,TOTAL,3721.4363438520127,3781.025302621325,3562,17,50,50.0,140,70
40x40/130x80,700.0,12.0,5440.66,17.4,TOTAL,795.4545454545455,880.5962242288232,4485,27,40,40.0,130,80
40c40/120x100,6200.0,7.1,8573.823999999999,9.0,TOTAL,6673.842841765339,6706.193519302454,7677,188,double_80,100.0,120,100
40x40/130x80,700.0,12.0,918.6239999999999,17.3,TOTAL,795.4545454545455,879.5314162188729,790,53,40,40.0,130,80
40x40/120x80,8550.0,7.0,10596.983999999999,12.5,TOTAL,9193.548387096775,9607.637566199994,8894,128,40,40.0,120,80
50x50/144x100,11350.0,8.0,13648.127999999999,9.0,TOTAL,12336.95652173913,12396.758484669175,11701,40,50,50.0,144,100
60x60/160x100,600.0,12.5,13713.743999999999,8.0,TOTAL,685.7142857142857,681.5486603025167,10632,313,60,60.0,160,100
40x40/110x70,9995.0,7.0,11991.323999999999,10.0,TOTAL,10747.31182795699,10919.401597127724,10056,39,40,40.0,110,70
40x40/100x70,800.0,10.1,1006.112,13.0,TOTAL,889.877641824249,935.3034602832878,846,0,40,40.0,100,70
40x40/130x90,350.0,15.0,4844.647999999999,22.0,TOTAL,411.7647058823529,482.7208020116493,3866,65,40,40.0,130,90
40x40/130x90,2350.0,8.3,3062.08,16.0,TOTAL,2562.7044711014178,2789.720790118066,2562,21,40,40.0,130,90
40x40/130x90,2200.0,8.4,2876.1679999999997,16.2,TOTAL,2401.7467248908297,2620.7445236712774,2335,15,40,40.0,130,90
40x40/130x90,3700.0,8.0,4789.968,15.5,TOTAL,4021.7391304347825,4352.098200649701,3981,42,40,40.0,130,90
40x40/133x72,2000.0,6.2,17956.912,12.2,TOTAL,2132.1961620469083,2220.6194521353777,15561,94,40,40.0,133,72
40x40/120x80,9317.0,7.0,11576.8496,12.5,TOTAL,10018.279569892473,10469.515696407641,5321,152,40,40.0,120,80
40x40/120x80,9317.0,7.0,11614.032,12.5,TOTAL,10018.279569892473,10469.515696407641,9673,11,40,40.0,120,80
40x40/92x70,1500.0,8.8,2036.2831999999999,9.1,TOTAL,1644.7368421052631,1654.5276750752887,161,4,40,40.0,92,70
40x40/144x106,6900.0,7.0,8196.532,9.1,TOTAL,7419.354838709677,7463.520970404142,7191,66,40,40.0,144,106
40x40/140x94,1600.0,9.6,2034.0959999999998,10.6,TOTAL,1769.9115044247787,1810.3207603080714,1807,102,40,40.0,140,94
40x40/140x94,1600.0,9.7,1591.1879999999999,15.0,TOTAL,1771.8715393133998,1906.1400440137268,1375,2,40,40.0,140,94
40x40/120x80,1100.0,9.7,1410.744,15.0,TOTAL,1218.1616832779623,1310.471280259437,1177,0,40,40.0,120,80
40x40/120x80,1100.0,9.7,1640.3999999999999,15.0,TOTAL,1218.1616832779623,1310.471280259437,1342,0,40,40.0,120,80
40x40/120x80,1200.0,9.2,1520.1039999999998,14.6,TOTAL,1321.5859030837005,1415.0735887699398,80,0,40,40.0,120,80
40x40/120x80,19000.0,7.0,23578.016,12.5,TOTAL,20430.107526881722,21350.305702666657,19753,30,40,40.0,120,80
40x40/120x80,19000.0,7.0,23539.739999999998,12.5,TOTAL,20430.107526881722,21350.305702666657,19584,91,40,40.0,120,80
40x40/120x80,19000.0,7.0,23556.143999999997,12.5,TOTAL,20430.107526881722,21350.305702666657,19588,129,40,40.0,120,80
40x40/120x80,19000.0,7.0,23567.079999999998,12.5,TOTAL,20430.107526881722,21350.305702666657,18362,62,40,40.0,120,80
40/2/x20/82x64,4650.0,7.0,5943.715999999999,16.1,TOTAL,5000.0,5449.41072252211,4787,24,double_80,20.0,82,64
40x40/110x70,1464.0,8.8,1771.6319999999998,11.8,TOTAL,1605.2631578947369,1664.2522459002212,281,14,40,40.0,110,70
40x40/120x80,5093.0,7.0,5861.696,12.5,TOTAL,5476.344086021505,5723.005628614804,1275,8,40,40.0,120,80
40x40/120x80,3564.0,7.0,4407.208,12.4,TOTAL,3832.2580645161293,4000.296102725665,1227,8,40,40.0,120,80
40x40/120x80,4301.0,7.0,5314.896,12.5,TOTAL,4624.731182795699,4833.034990903647,2049,31,40,40.0,120,80
40x40/120x80,4226.0,7.0,2974.5919999999996,12.5,TOTAL,4544.086021505376,4748.757468393121,314,8,40,40.0,120,80
40x40/120x80,5250.0,7.0,6490.516,12.5,TOTAL,5645.1612903225805,5899.426575736839,5037,38,40,40.0,120,80
40x40/120x80,2660.0,6.7,3269.8639999999996,12.8,TOTAL,2851.0182207931407,2989.682066796832,243,3,40,40.0,120,80
40x40/120x80,2660.0,7.0,3280.7999999999997,12.5,TOTAL,2860.2150537634407,2989.042798373332,634,46,40,40.0,120,80
40x40/120x80,1902.0,8.2,2389.5159999999996,14.0,TOTAL,2071.8954248366013,2202.981644617948,2107,3,40,40.0,120,80
40x40/120x80,3692.0,7.0,4549.375999999999,12.5,TOTAL,3969.8924731182797,4148.701508118173,3762,2,40,40.0,120,80
40x40/120x80,7922.0,7.0,9760.38,12.5,TOTAL,8518.279569892473,8901.953777711855,7731,68,40,40.0,120,80
40x40/120x80,2551.0,7.3,3155.0359999999996,12.7,TOTAL,2751.8878101402374,2882.424756576258,2468,13,40,40.0,120,80
40x40/120x80,2551.0,7.3,3871.3439999999996,12.7,TOTAL,2751.8878101402374,2882.424756576258,1424,41,40,40.0,120,80
40x40/120x80,5365.0,7.0,6654.556,12.5,TOTAL,5768.817204301075,6028.65211025298,5449,180,40,40.0,120,80
40x40/120x80,1507.0,9.7,1902.8639999999998,12.8,TOTAL,1668.8815060908084,1750.0502360804066,1599,2,40,40.0,120,80
40x40/120x80,2191.0,7.3,2712.1279999999997,12.5,TOTAL,2363.5382955771306,2469.9950836839075,2231,17,40,40.0,120,80
40x40/120x80,9403.0,7.0,11652.307999999999,12.5,TOTAL,10110.752688172042,10566.153922219713,9716,11,40,40.0,120,80
40x40/120x80,5196.0,7.0,6452.24,12.5,TOTAL,5587.096774193548,5838.746759529259,5394,10,40,40.0,120,80
40x40/120x80,5423.0,7.0,6692.831999999999,12.5,TOTAL,5831.182795698925,6093.82672766112,5603,22,40,40.0,120,80
40x40/120x90,23700.0,6.5,24299.791999999998,9.0,TOTAL,25347.5935828877,25470.463096866988,11401,44,40,40.0,120,90
50x50/120x80,7907.0,7.0,9864.271999999999,12.0,TOTAL,8502.150537634408,8834.614760293784,1347,16,50,50.0,120,80
50x50/120x80,5723.0,7.0,7124.803999999999,14.0,TOTAL,6153.763440860215,6543.104320337584,501,0,50,50.0,120,80
40x40/110x90,25625.0,6.5,32370.559999999998,14.0,TOTAL,27406.417112299467,29140.38668138883,27081,113,40,40.0,110,90
40x40/110x90,21480.0,6.5,27011.92,14.0,TOTAL,22973.26203208556,24426.75145038954,22394,69,40,40.0,110,90
20x20/82x64,7266.0,7.0,6501.451999999999,16.0,TOTAL,7812.903225806452,8505.006646687278,1949,71,20,20.0,82,64
20x20/82x64,11348.0,7.0,4407.208,16.0,TOTAL,12202.150537634408,13283.073964575724,1954,47,20,20.0,82,64
20x20/82x64,13282.0,7.0,4964.9439999999995,16.0,TOTAL,14281.720430107527,15546.861860900137,2214,4,20,20.0,82,64
20x20/82x64,5340.0,7.0,6873.276,16.0,TOTAL,5741.935483870968,6250.582919530698,3922,60,20,20.0,82,64
20x20/82x64,2087.0,8.1,2739.468,16.3,TOTAL,2270.9466811751904,2480.978370927091,2219,45,20,20.0,82,64
20x20/82x64,2087.0,8.1,2690.256,16.3,TOTAL,2270.9466811751904,2480.978370927091,2190,20,20,20.0,82,64
20x20/82x64,1812.0,9.0,2362.176,16.5,TOTAL,1991.2087912087911,2180.5789933032156,1944,5,20,20.0,82,64
20x20/82x64,2304.0,7.5,2963.656,16.3,TOTAL,2490.810810810811,2721.176943042578,2393,0,20,20.0,82,64
20x20/82x64,8424.0,7.0,2930.848,16.0,TOTAL,9058.064516129032,9860.470133731573,94,0,20,20.0,82,64
40x40/110x70,3620.0,7.0,4281.4439999999995,10.0,TOTAL,3892.47311827957,3954.8007785495106,3655,13,40,40.0,110,70
40x40/110x70,2850.0,7.0,3258.928,10.0,TOTAL,3064.516129032258,3113.586248305554,2731,60,40,40.0,110,70
40x40/110x70,4200.0,7.0,5019.624,10.0,TOTAL,4516.129032258064,4588.442892239764,4177,17,40,40.0,110,70
40x40/130x90,2100.0,8.7,2766.8079999999995,9.4,TOTAL,2300.109529025192,2321.463276830793,1987,27,40,40.0,130,90
40x40/130x90,4150.0,8.0,5391.447999999999,15.5,TOTAL,4510.869565217391,4881.407441269258,1752,3,40,40.0,130,90
40x40/130x90,3000.0,8.3,3915.0879999999997,15.7,TOTAL,3271.5376226826606,3548.6718614358674,3339,22,40,40.0,130,90
40x40/130x90,1230.0,10.1,1640.3999999999999,17.7,TOTAL,1368.186874304783,1520.152237012677,1328,2,40,40.0,130,90
40x40/130x80,8150.0,8.0,10389.199999999999,14.0,TOTAL,8858.695652173914,9419.174193376595,4277,5,40,40.0,130,80
40x40/130x90,3200.0,8.1,4079.1279999999997,14.0,TOTAL,3482.0457018498364,3702.3503575239415,573,14,40,40.0,130,90
40x40/130x90,2320.0,9.0,3029.272,16.4,TOTAL,2549.4505494505493,2788.571687043177,2447,9,40,40.0,130,90
40x40/120x90,2700.0,8.0,3455.776,14.8,TOTAL,2934.782608695652,3149.762734672722,3002,27,40,40.0,120,90
40x40/120x90,1520.0,9.0,1979.416,16.1,TOTAL,1670.3296703296703,1820.462483128265,1594,3,40,40.0,120,90
40x40/120x90,1520.0,9.0,1968.4799999999998,16.1,TOTAL,1670.3296703296703,1820.462483128265,1601,19,40,40.0,120,90
40x40/120x80,1970.0,8.4,2471.5359999999996,13.8,TOTAL,2150.6550218340612,2281.4186376017533,2069,54,40,40.0,120,80
40x40/120x90,20350.0,6.0,4702.48,9.0,TOTAL,21648.936170212764,21753.876872244477,404,0,40,40.0,120,90
40x40/120x90,9350.0,6.0,11045.359999999999,9.1,TOTAL,9946.808510638299,10006.02013539149,8472,15,40,40.0,120,90
30x30/110x70,600.0,12.0,743.6479999999999,12.2,TOTAL,681.8181818181819,710.0935384441992,653,3,30,30.0,110,70
40x40/120x80,1235.0,9.2,1563.848,14.5,TOTAL,1360.1321585903083,1454.6432391225808,1306,11,40,40.0,120,80
40x40/110x90,2000.0,7.9,2569.9599999999996,15.2,TOTAL,2171.5526601520087,2341.6178047835874,1282,0,40,40.0,110,90
40x40/120x70,2000.0,7.9,776.4559999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,670,0,40,40.0,120,70
40x40/120x80,2000.0,7.9,98.42399999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,64,0,40,40.0,120,80
40x40/110x90,2000.0,7.9,120.29599999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,95,0,40,40.0,110,90
40x40/130x100,2000.0,7.9,76.55199999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,43,0,40,40.0,130,100
40x40/110x80,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,78,0,40,40.0,110,80
40x40/130x100,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,70,2,40,40.0,130,100
40x40/130x100,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,71,0,40,40.0,130,100
40x40/130x100,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,68,0,40,40.0,130,100
40x40/130x90,2000.0,7.9,114.82799999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,78,2,40,40.0,130,90
40x40/130x100,2000.0,7.9,103.892,15.2,TOTAL,2171.5526601520087,2341.6178047835874,68,0,40,40.0,130,100
40x40/130x100,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,69,0,40,40.0,130,100
40x40/130x100,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,52,3,40,40.0,130,100
40x40/110x90,2000.0,7.9,125.764,15.2,TOTAL,2171.5526601520087,2341.6178047835874,102,0,40,40.0,110,90
40x40/120x90,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,91,3,40,40.0,120,90
40x40/120x90,2000.0,7.9,114.82799999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,80,0,40,40.0,120,90
40x40/120x90,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,84,0,40,40.0,120,90
40x40100x70,2000.0,7.9,98.42399999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,63,0,100,100.0,40,70
40x40/120x80,2000.0,7.9,273.4,15.2,TOTAL,2171.5526601520087,2341.6178047835874,216,0,40,40.0,120,80
40x40120x80,2000.0,7.9,153.10399999999998,15.2,TOTAL,2171.5526601520087,2341.6178047835874,119,0,120,120.0,40,80
40x40/130x72,2000.0,7.9,131.232,15.2,TOTAL,2171.5526601520087,2341.6178047835874,98,0,40,40.0,130,72
30x30/110x76,2000.0,7.9,246.05999999999997,15.2,TOTAL,2171.5526601520087,2341.6178047835874,160,0,30,30.0,110,76
30x30/110x76,2000.0,7.9,246.05999999999997,15.2,TOTAL,2171.5526601520087,2341.6178047835874,211,0,30,30.0,110,76
40x40/130x80,2000.0,7.9,103.892,15.2,TOTAL,2171.5526601520087,2341.6178047835874,63,0,40,40.0,130,80
40x40/130x80,2000.0,7.9,103.892,15.2,TOTAL,2171.5526601520087,2341.6178047835874,80,0,40,40.0,130,80
40x40/130x80,2000.0,7.9,103.892,15.2,TOTAL,2171.5526601520087,2341.6178047835874,70,0,40,40.0,130,80
50x50/144x80,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,82,0,50,50.0,144,80
40x40/130x80,2000.0,7.9,120.29599999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,89,0,40,40.0,130,80
40x40/92x70,2000.0,7.9,125.764,15.2,TOTAL,2171.5526601520087,2341.6178047835874,102,0,40,40.0,92,70
40x40/110x90,2000.0,7.9,114.82799999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,83,0,40,40.0,110,90
40x40/110x90,2000.0,7.9,114.82799999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,63,0,40,40.0,110,90
40x40/110x80,2000.0,7.9,98.42399999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,62,0,40,40.0,110,80
40x40/100x90,2000.0,7.9,109.35999999999999,15.2,TOTAL,2171.5526601520087,2341.6178047835874,87,0,40,40.0,100,90
40x40/110x90,4610.0,8.1,5828.888,14.0,TOTAL,5016.322089227421,5333.698483807929,3094,44,40,40.0,110,90
50x50/140x80,600.0,12.0,1585.7199999999998,17.0,TOTAL,681.8181818181819,751.1591888602493,1301,10,50,50.0,140,80
40x40/130x70,840.0,11.1,1071.7279999999998,14.0,TOTAL,944.8818897637794,1004.6633794973923,927,13,40,40.0,130,70
50x50/140x80,700.0,12.5,896.752,14.0,TOTAL,800.0,850.6149946411256,744,0,50,50.0,140,80
40x40/110x90,1050.0,9.5,1356.0639999999999,16.5,TOTAL,1160.220994475138,1270.5616504465152,1182,7,40,40.0,110,90
40x40/130x80,3350.0,8.2,4286.911999999999,14.2,TOTAL,3649.237472766885,3889.1647107720664,3689,124,40,40.0,130,80
40x40/130x80,2300.0,8.0,2930.848,14.4,TOTAL,2500.0,2670.593222077132,2509,72,40,40.0,130,80
50x50/120x100,9500.0,8.0,43186.263999999996,14.1,TOTAL,10326.08695652174,10992.187114405648,35204,243,50,50.0,120,100
40x40/110x90,1975.0,8.0,2504.3439999999996,15.0,TOTAL,2146.7391304347825,2309.4142717358563,2098,0,40,40.0,110,90
40x40/110x90,1315.0,8.7,1689.6119999999999,15.8,TOTAL,1440.3066812705367,1564.1715492497667,1370,0,40,40.0,110,90
50x50/156x98,4900.0,8.0,5976.523999999999,10.0,TOTAL,5326.086956521739,5411.370150087112,5326,85,50,50.0,156,98
50x40/156x100,2900.0,8.2,14864.211199999998,8.3,TOTAL,3159.041394335512,3150.122766758266,13216,152,40,40.0,156,100
40x40/130x96,575.0,11.5,5435.191999999999,12.8,TOTAL,649.7175141242938,681.3175679813219,4712,237,40,40.0,130,96
50x50/140x90,5470.0,8.0,6884.2119999999995,13.0,TOTAL,5945.652173913043,6249.161447074561,5649,66,50,50.0,140,90
50x50/140x70,3420.0,8.1,4128.339999999999,10.0,TOTAL,3721.4363438520127,3781.025302621325,3431,84,50,50.0,140,70
50x50/140x70,2670.0,8.9,3187.8439999999996,10.7,TOTAL,2930.8452250274427,3001.1169793216554,2828,110,50,50.0,140,70
50x50/140x70,3420.0,8.1,4188.487999999999,10.0,TOTAL,3721.4363438520127,3781.025302621325,3562,17,50,50.0,140,70
40x40/130x80,700.0,12.0,5440.66,17.4,TOTAL,795.4545454545455,880.5962242288232,4485,27,40,40.0,130,80
40c40/120x100,6200.0,7.1,8573.823999999999,9.0,TOTAL,6673.842841765339,6706.193519302454,7677,188,double_80,100.0,120,100
40x40/130x80,700.0,12.0,918.6239999999999,17.3,TOTAL,795.4545454545455,879.5314162188729,790,53,40,40.0,130,80
40x40/120x80,8550.0,7.0,10596.983999999999,12.5,TOTAL,9193.548387096775,9607.637566199994,8894,128,40,40.0,120,80
50x50/144x100,11350.0,8.0,13648.127999999999,9.0,TOTAL,12336.95652173913,12396.758484669175,11817,40,50,50.0,144,100
